time	V(vc)
0.000000000000000e+00	0.000000e+00
1.000000000000000e-12	1.000200e-08
1.424413176187372e-06	2.846783e-02
2.848825352374743e-06	5.689527e-02
4.273237528562115e-06	8.528234e-02
5.697649704749487e-06	1.136290e-01
7.122061880936859e-06	1.419353e-01
8.546474057124230e-06	1.702013e-01
9.970886233311598e-06	1.984268e-01
9.980886233311598e-06	1.986248e-01
2.022088623331234e-05	4.003563e-01
3.046088623331398e-05	6.000326e-01
4.070088623331562e-05	7.976746e-01
5.094088623331725e-05	9.933031e-01
6.118088623331879e-05	1.186939e+00
7.142088623331349e-05	1.378601e+00
8.166088623330819e-05	1.568311e+00
9.190088623330289e-05	1.756089e+00
1.021408862332976e-04	1.941953e+00
1.123808862332923e-04	2.125924e+00
1.226208862332870e-04	2.308021e+00
1.328608862332817e-04	2.488262e+00
1.431008862332764e-04	2.666667e+00
1.533408862332711e-04	2.843255e+00
1.635808862332658e-04	3.018044e+00
1.738208862332605e-04	3.191051e+00
1.840608862332552e-04	3.362297e+00
1.943008862332499e-04	3.531798e+00
2.045408862332446e-04	3.699572e+00
2.147808862332393e-04	3.865636e+00
2.250208862332340e-04	4.030009e+00
2.352608862332287e-04	4.192708e+00
2.455008862332234e-04	4.353748e+00
2.557408862332181e-04	4.513148e+00
2.659808862332128e-04	4.670925e+00
2.762208862332075e-04	4.827093e+00
2.864608862332022e-04	4.981671e+00
2.967008862331969e-04	5.134674e+00
3.069408862331916e-04	5.286118e+00
3.171808862331863e-04	5.436019e+00
3.274208862331809e-04	5.584394e+00
3.376608862331756e-04	5.731256e+00
3.479008862331703e-04	5.876623e+00
3.581408862331650e-04	6.020508e+00
3.683808862331597e-04	6.162928e+00
3.786208862331544e-04	6.303896e+00
3.888608862331491e-04	6.443429e+00
3.991008862331438e-04	6.581540e+00
4.093408862331385e-04	6.718244e+00
4.195808862331332e-04	6.853555e+00
4.298208862331279e-04	6.987488e+00
4.400608862331226e-04	7.120056e+00
4.503008862331173e-04	7.251274e+00
4.605408862331120e-04	7.381154e+00
4.707808862331067e-04	7.509712e+00
4.810208862331014e-04	7.636960e+00
4.912608862331123e-04	7.762911e+00
5.015008862331625e-04	7.887580e+00
5.117408862332127e-04	8.010978e+00
5.219808862332629e-04	8.133120e+00
5.322208862333131e-04	8.254016e+00
5.424608862333633e-04	8.373681e+00
5.527008862334135e-04	8.492127e+00
5.629408862334637e-04	8.609366e+00
5.731808862335139e-04	8.725411e+00
5.834208862335641e-04	8.840274e+00
5.936608862336144e-04	8.953967e+00
6.039008862336646e-04	9.066501e+00
6.141408862337148e-04	9.177889e+00
6.243808862337650e-04	9.288141e+00
6.346208862338152e-04	9.397271e+00
6.448608862338654e-04	9.505289e+00
6.551008862339156e-04	9.612206e+00
6.653408862339658e-04	9.718035e+00
6.755808862340160e-04	9.822785e+00
6.858208862340662e-04	9.926468e+00
6.960608862341164e-04	1.002909e+01
7.063008862341667e-04	1.013068e+01
7.165408862342169e-04	1.023122e+01
7.267808862342671e-04	1.033074e+01
7.370208862343173e-04	1.042925e+01
7.472608862343675e-04	1.052676e+01
7.575008862344177e-04	1.062327e+01
7.677408862344679e-04	1.071879e+01
7.779808862345181e-04	1.081335e+01
7.882208862345683e-04	1.090694e+01
7.984608862346185e-04	1.099958e+01
8.087008862346687e-04	1.109127e+01
8.189408862347190e-04	1.118203e+01
8.291808862347692e-04	1.127187e+01
8.394208862348194e-04	1.136079e+01
8.496608862348696e-04	1.144880e+01
8.599008862349198e-04	1.153592e+01
8.701408862349700e-04	1.162215e+01
8.803808862350202e-04	1.170750e+01
8.906208862350704e-04	1.179198e+01
9.008608862351206e-04	1.187560e+01
9.111008862351708e-04	1.195837e+01
9.213408862352210e-04	1.204030e+01
9.315808862352713e-04	1.212139e+01
9.418208862353215e-04	1.220166e+01
9.520608862353717e-04	1.228110e+01
9.623008862354219e-04	1.235974e+01
9.725408862354721e-04	1.243758e+01
9.827808862354550e-04	1.251462e+01
9.930208862353942e-04	1.259088e+01
1.003260886235333e-03	1.266636e+01
1.013500886235273e-03	1.274108e+01
1.023740886235212e-03	1.281503e+01
1.033980886235151e-03	1.288823e+01
1.044220886235090e-03	1.296068e+01
1.054460886235029e-03	1.303240e+01
1.064700886234968e-03	1.310338e+01
1.074940886234908e-03	1.317364e+01
1.085180886234847e-03	1.324319e+01
1.095420886234786e-03	1.331202e+01
1.105660886234725e-03	1.338016e+01
1.115900886234664e-03	1.344760e+01
1.126140886234604e-03	1.351435e+01
1.136380886234543e-03	1.358043e+01
1.146620886234482e-03	1.364583e+01
1.156860886234421e-03	1.371056e+01
1.167100886234360e-03	1.377464e+01
1.177340886234300e-03	1.383806e+01
1.187580886234239e-03	1.390084e+01
1.197820886234178e-03	1.396297e+01
1.208060886234117e-03	1.402448e+01
1.218300886234056e-03	1.408536e+01
1.228540886233995e-03	1.414561e+01
1.238780886233935e-03	1.420526e+01
1.249020886233874e-03	1.426429e+01
1.259260886233813e-03	1.432273e+01
1.269500886233752e-03	1.438056e+01
1.279740886233691e-03	1.443781e+01
1.289980886233631e-03	1.449448e+01
1.300220886233570e-03	1.455057e+01
1.310460886233509e-03	1.460609e+01
1.320700886233448e-03	1.466104e+01
1.330940886233387e-03	1.471543e+01
1.341180886233327e-03	1.476927e+01
1.351420886233266e-03	1.482256e+01
1.361660886233205e-03	1.487530e+01
1.371900886233144e-03	1.492751e+01
1.382140886233083e-03	1.497919e+01
1.392380886233022e-03	1.503034e+01
1.402620886232962e-03	1.508097e+01
1.412860886232901e-03	1.513108e+01
1.423100886232840e-03	1.518069e+01
1.433340886232779e-03	1.522978e+01
1.443580886232718e-03	1.527838e+01
1.453820886232658e-03	1.532649e+01
1.464060886232597e-03	1.537410e+01
1.474300886232536e-03	1.542123e+01
1.484540886232475e-03	1.546787e+01
1.494780886232414e-03	1.551404e+01
1.505020886232353e-03	1.555975e+01
1.515260886232293e-03	1.560498e+01
1.525500886232232e-03	1.564976e+01
1.535740886232171e-03	1.569408e+01
1.545980886232110e-03	1.573795e+01
1.556220886232049e-03	1.578137e+01
1.566460886231989e-03	1.582434e+01
1.576700886231928e-03	1.586689e+01
1.586940886231867e-03	1.590899e+01
1.597180886231806e-03	1.595067e+01
1.607420886231745e-03	1.599192e+01
1.617660886231685e-03	1.603276e+01
1.627900886231624e-03	1.607317e+01
1.638140886231563e-03	1.611318e+01
1.648380886231502e-03	1.615278e+01
1.658620886231441e-03	1.619197e+01
1.668860886231380e-03	1.623077e+01
1.679100886231320e-03	1.626917e+01
1.689340886231259e-03	1.630718e+01
1.699580886231198e-03	1.634480e+01
1.709820886231137e-03	1.638204e+01
1.720060886231076e-03	1.641890e+01
1.730300886231016e-03	1.645538e+01
1.740540886230955e-03	1.649149e+01
1.750780886230894e-03	1.652723e+01
1.761020886230833e-03	1.656261e+01
1.771260886230772e-03	1.659763e+01
1.781500886230712e-03	1.663230e+01
1.791740886230651e-03	1.666660e+01
1.801980886230590e-03	1.670057e+01
1.812220886230529e-03	1.673418e+01
1.822460886230468e-03	1.676745e+01
1.832700886230407e-03	1.680038e+01
1.842940886230347e-03	1.683298e+01
1.853180886230286e-03	1.686524e+01
1.863420886230225e-03	1.689718e+01
1.873660886230164e-03	1.692879e+01
1.883900886230103e-03	1.696008e+01
1.894140886230043e-03	1.699105e+01
1.904380886229982e-03	1.702170e+01
1.914620886229921e-03	1.705205e+01
1.924860886229860e-03	1.708208e+01
1.935100886229799e-03	1.711181e+01
1.945340886229739e-03	1.714123e+01
1.955580886229678e-03	1.717035e+01
1.965820886229617e-03	1.719918e+01
1.976060886229556e-03	1.722772e+01
1.986300886229495e-03	1.725596e+01
1.996540886229435e-03	1.728391e+01
2.006780886229374e-03	1.731159e+01
2.017020886229313e-03	1.733898e+01
2.027260886229252e-03	1.736609e+01
2.037500886229191e-03	1.739292e+01
2.047740886229131e-03	1.741948e+01
2.057980886229070e-03	1.744577e+01
2.068220886229009e-03	1.747179e+01
2.078460886228948e-03	1.749755e+01
2.088700886228887e-03	1.752304e+01
2.098940886228827e-03	1.754828e+01
2.109180886228766e-03	1.757325e+01
2.119420886228705e-03	1.759798e+01
2.129660886228644e-03	1.762245e+01
2.139900886228583e-03	1.764667e+01
2.150140886228522e-03	1.767064e+01
2.160380886228462e-03	1.769438e+01
2.170620886228401e-03	1.771786e+01
2.180860886228340e-03	1.774112e+01
2.191100886228279e-03	1.776413e+01
2.201340886228218e-03	1.778691e+01
2.211580886228158e-03	1.780945e+01
2.221820886228097e-03	1.783177e+01
2.232060886228036e-03	1.785386e+01
2.242300886227975e-03	1.787572e+01
2.252540886227914e-03	1.789737e+01
2.262780886227854e-03	1.791879e+01
2.273020886227793e-03	1.793999e+01
2.283260886227732e-03	1.796098e+01
2.293500886227671e-03	1.798175e+01
2.303740886227610e-03	1.800231e+01
2.313980886227549e-03	1.802266e+01
2.324220886227489e-03	1.804281e+01
2.334460886227428e-03	1.806275e+01
2.344700886227367e-03	1.808248e+01
2.354940886227306e-03	1.810202e+01
2.365180886227245e-03	1.812135e+01
2.375420886227185e-03	1.814049e+01
2.385660886227124e-03	1.815944e+01
2.395900886227063e-03	1.817819e+01
2.406140886227002e-03	1.819675e+01
2.416380886226941e-03	1.821512e+01
2.426620886226881e-03	1.823330e+01
2.436860886226820e-03	1.825130e+01
2.447100886226759e-03	1.826912e+01
2.457340886226698e-03	1.828675e+01
2.467580886226637e-03	1.830420e+01
2.477820886226576e-03	1.832148e+01
2.488060886226516e-03	1.833858e+01
2.498300886226455e-03	1.835551e+01
2.508540886226394e-03	1.837226e+01
2.518780886226333e-03	1.838885e+01
2.529020886226272e-03	1.840526e+01
2.539260886226212e-03	1.842150e+01
2.549500886226151e-03	1.843759e+01
2.559740886226090e-03	1.845350e+01
2.569980886226029e-03	1.846926e+01
2.580220886225968e-03	1.848485e+01
2.590460886225907e-03	1.850029e+01
2.600700886225847e-03	1.851557e+01
2.610940886225786e-03	1.853069e+01
2.621180886225725e-03	1.854566e+01
2.631420886225664e-03	1.856048e+01
2.641660886225603e-03	1.857514e+01
2.651900886225543e-03	1.858966e+01
2.662140886225482e-03	1.860403e+01
2.672380886225421e-03	1.861825e+01
2.682620886225360e-03	1.863233e+01
2.692860886225299e-03	1.864626e+01
2.703100886225239e-03	1.866005e+01
2.713340886225178e-03	1.867370e+01
2.723580886225117e-03	1.868721e+01
2.733820886225056e-03	1.870059e+01
2.744060886224995e-03	1.871383e+01
2.754300886224934e-03	1.872693e+01
2.764540886224874e-03	1.873990e+01
2.774780886224813e-03	1.875274e+01
2.785020886224752e-03	1.876544e+01
2.795260886224691e-03	1.877802e+01
2.805500886224630e-03	1.879047e+01
2.815740886224570e-03	1.880279e+01
2.825980886224509e-03	1.881499e+01
2.836220886224448e-03	1.882706e+01
2.846460886224387e-03	1.883901e+01
2.856700886224326e-03	1.885084e+01
2.866940886224266e-03	1.886255e+01
2.877180886224205e-03	1.887414e+01
2.887420886224144e-03	1.888560e+01
2.897660886224083e-03	1.889696e+01
2.907900886224022e-03	1.890820e+01
2.918140886223961e-03	1.891932e+01
2.928380886223901e-03	1.893033e+01
2.938620886223840e-03	1.894123e+01
2.948860886223779e-03	1.895201e+01
2.959100886223718e-03	1.896269e+01
2.969340886223657e-03	1.897326e+01
2.979580886223597e-03	1.898372e+01
2.989820886223536e-03	1.899407e+01
3.000060886223475e-03	1.900432e+01
3.010300886223414e-03	1.901446e+01
3.020540886223353e-03	1.902450e+01
3.030780886223293e-03	1.903444e+01
3.041020886223232e-03	1.904428e+01
3.051260886223171e-03	1.905401e+01
3.061500886223110e-03	1.906365e+01
3.071740886223049e-03	1.907319e+01
3.081980886222988e-03	1.908263e+01
3.092220886222928e-03	1.909198e+01
3.102460886222867e-03	1.910123e+01
3.112700886222806e-03	1.911039e+01
3.122940886222745e-03	1.911945e+01
3.133180886222684e-03	1.912842e+01
3.143420886222624e-03	1.913730e+01
3.153660886222563e-03	1.914609e+01
3.163900886222502e-03	1.915479e+01
3.174140886222441e-03	1.916340e+01
3.184380886222380e-03	1.917192e+01
3.194620886222319e-03	1.918036e+01
3.204860886222259e-03	1.918871e+01
3.215100886222198e-03	1.919697e+01
3.225340886222137e-03	1.920515e+01
3.235580886222076e-03	1.921325e+01
3.245820886222015e-03	1.922127e+01
3.256060886221955e-03	1.922920e+01
3.266300886221894e-03	1.923705e+01
3.276540886221833e-03	1.924483e+01
3.286780886221772e-03	1.925252e+01
3.297020886221711e-03	1.926014e+01
3.307260886221651e-03	1.926767e+01
3.317500886221590e-03	1.927514e+01
3.327740886221529e-03	1.928252e+01
3.337980886221468e-03	1.928983e+01
3.348220886221407e-03	1.929706e+01
3.358460886221346e-03	1.930422e+01
3.368700886221286e-03	1.931131e+01
3.378940886221225e-03	1.931833e+01
3.389180886221164e-03	1.932527e+01
3.399420886221103e-03	1.933215e+01
3.409660886221042e-03	1.933895e+01
3.419900886220982e-03	1.934569e+01
3.430140886220921e-03	1.935235e+01
3.440380886220860e-03	1.935895e+01
3.450620886220799e-03	1.936548e+01
3.460860886220738e-03	1.937195e+01
3.471100886220678e-03	1.937834e+01
3.481340886220617e-03	1.938468e+01
3.491580886220556e-03	1.939095e+01
3.501820886220495e-03	1.939715e+01
3.512060886220434e-03	1.940329e+01
3.522300886220373e-03	1.940937e+01
3.532540886220313e-03	1.941539e+01
3.542780886220252e-03	1.942134e+01
3.553020886220191e-03	1.942724e+01
3.563260886220130e-03	1.943307e+01
3.573500886220069e-03	1.943885e+01
3.583740886220009e-03	1.944457e+01
3.593980886219948e-03	1.945023e+01
3.604220886219887e-03	1.945583e+01
3.614460886219826e-03	1.946137e+01
3.624700886219765e-03	1.946686e+01
3.634940886219705e-03	1.947229e+01
3.645180886219644e-03	1.947767e+01
3.655420886219583e-03	1.948299e+01
3.665660886219522e-03	1.948825e+01
3.675900886219461e-03	1.949347e+01
3.686140886219400e-03	1.949863e+01
3.696380886219340e-03	1.950374e+01
3.706620886219279e-03	1.950879e+01
3.716860886219218e-03	1.951380e+01
3.727100886219157e-03	1.951875e+01
3.737340886219096e-03	1.952365e+01
3.747580886219036e-03	1.952851e+01
3.757820886218975e-03	1.953331e+01
3.768060886218914e-03	1.953806e+01
3.778300886218853e-03	1.954277e+01
3.788540886218792e-03	1.954743e+01
3.798780886218732e-03	1.955204e+01
3.809020886218671e-03	1.955660e+01
3.819260886218610e-03	1.956112e+01
3.829500886218549e-03	1.956559e+01
3.839740886218488e-03	1.957002e+01
3.849980886218427e-03	1.957440e+01
3.860220886218367e-03	1.957873e+01
3.870460886218306e-03	1.958302e+01
3.880700886218245e-03	1.958727e+01
3.890940886218184e-03	1.959148e+01
3.901180886218123e-03	1.959564e+01
3.911420886218063e-03	1.959976e+01
3.921660886218002e-03	1.960384e+01
3.931900886217941e-03	1.960787e+01
3.942140886217881e-03	1.961187e+01
3.952380886217820e-03	1.961582e+01
3.962620886217759e-03	1.961974e+01
3.972860886217698e-03	1.962361e+01
3.983100886217637e-03	1.962744e+01
3.993340886217576e-03	1.963124e+01
4.003580886217516e-03	1.963500e+01
4.013820886217455e-03	1.963872e+01
4.024060886217394e-03	1.964240e+01
4.034300886217333e-03	1.964604e+01
4.044540886217272e-03	1.964964e+01
4.054780886217212e-03	1.965321e+01
4.065020886217151e-03	1.965675e+01
4.075260886217090e-03	1.966024e+01
4.085500886217029e-03	1.966371e+01
4.095740886216968e-03	1.966713e+01
4.105980886216908e-03	1.967052e+01
4.116220886216847e-03	1.967388e+01
4.126460886216786e-03	1.967720e+01
4.136700886216725e-03	1.968049e+01
4.146940886216664e-03	1.968375e+01
4.157180886216603e-03	1.968697e+01
4.167420886216543e-03	1.969016e+01
4.177660886216482e-03	1.969331e+01
4.187900886216421e-03	1.969644e+01
4.198140886216360e-03	1.969953e+01
4.208380886216299e-03	1.970259e+01
4.218620886216239e-03	1.970562e+01
4.228860886216178e-03	1.970862e+01
4.239100886216117e-03	1.971159e+01
4.249340886216056e-03	1.971453e+01
4.259580886215995e-03	1.971744e+01
4.269820886215935e-03	1.972031e+01
4.280060886215874e-03	1.972316e+01
4.290300886215813e-03	1.972598e+01
4.300540886215752e-03	1.972878e+01
4.310780886215691e-03	1.973154e+01
4.321020886215630e-03	1.973427e+01
4.331260886215570e-03	1.973698e+01
4.341500886215509e-03	1.973966e+01
4.351740886215448e-03	1.974231e+01
4.361980886215387e-03	1.974494e+01
4.372220886215326e-03	1.974754e+01
4.382460886215266e-03	1.975011e+01
4.392700886215205e-03	1.975266e+01
4.402940886215144e-03	1.975517e+01
4.413180886215083e-03	1.975767e+01
4.423420886215022e-03	1.976014e+01
4.433660886214962e-03	1.976258e+01
4.443900886214901e-03	1.976500e+01
4.454140886214840e-03	1.976739e+01
4.464380886214779e-03	1.976976e+01
4.474620886214718e-03	1.977211e+01
4.484860886214657e-03	1.977443e+01
4.495100886214597e-03	1.977673e+01
4.505340886214536e-03	1.977900e+01
4.515580886214475e-03	1.978126e+01
4.525820886214414e-03	1.978348e+01
4.536060886214353e-03	1.978569e+01
4.546300886214293e-03	1.978787e+01
4.556540886214232e-03	1.979003e+01
4.566780886214171e-03	1.979217e+01
4.577020886214110e-03	1.979429e+01
4.587260886214049e-03	1.979639e+01
4.597500886213989e-03	1.979846e+01
4.607740886213928e-03	1.980051e+01
4.617980886213867e-03	1.980255e+01
4.628220886213806e-03	1.980456e+01
4.638460886213745e-03	1.980655e+01
4.648700886213684e-03	1.980852e+01
4.658940886213624e-03	1.981047e+01
4.669180886213563e-03	1.981240e+01
4.679420886213502e-03	1.981431e+01
4.689660886213441e-03	1.981620e+01
4.699900886213380e-03	1.981808e+01
4.710140886213320e-03	1.981993e+01
4.720380886213259e-03	1.982176e+01
